IRN,ZF no.,Square,Genus,,Species,Sub-species,Notes on slides,Era,Grade,No. of individuals,No. positioned individuals,Observations Marina,Buckley Slide/SL,Museum no.,Residue IRN,Cruise name,Cruise station no.,Collection date,Observations,Collect info,tow,Sea Depth NOAA (m),Sea Depth (m),Sea Depth (fms),Sea Depth (feet),Sample depth (cm),sample_depth_min,sample_depth_max,Lat degrees,Lat minutes,Lat seconds,Lat N/S,Long degrees,Long minutes,Long seconds,Long W/E,Lat decimal,Long decimal,Ocean/Sea
5271578,5863,,Globorotalia,,truncatulinoides,,,,,7,,tow,76 or 77,,,Eltanin Cruise 24,no.1601,,,Plankton tow,1,-5376,0-200,,,,,,42,30,0,S,147,57,0,W,-42.5,-147.95,Pacific ocean
5271579,5864,,Globorotalia,,truncatulinoides,,,,,33,,tow,1112,,,Eltanin Cruise 24,no.1613,25/07/66,,Plankton tow,1,-5367,0-10,,,,,,40,0,0,S,144,44,0,W,-40,-144.73333,Pacific ocean
5271580,5865,,Globorotalia,,truncatulinoides,,,U. Miocene,,18,,,1122,"1966,O57",18031,J.O.I.D.E.S. /  MV Caldrill,Core J-3 52 Blake Plateau,03/05/65,,,,-1134,,,,,,,28,30,0,N,77,31,0,W,28.5,-77.51667,Atlantic ocean near coast
5271581,5866,,Globorotalia,,truncatulinoides,,,,,6,,,1155,M.8780,38482,HMS Waterwitch,,22/01/1895,,,,-3406,3914,2140,,,,,40,24,0,S,49,49,0,E,-40.4,49.81667,Indian ocean
5271582,5867,*,Globorotalia,,truncatulinoides,,D' Orbigny,,,44,,tow,1237,"1968,O425",18573,Zapiola,61,27/09/63,,Surface plankton tow,1,-5094,,,,,,,42,0,0,S,49,43,0,W,-42,-49.71667,Atlantic ocean
5271583,5868,,Globorotalia,,truncatulinoides,,D' Orbigny ; marina: I think one is a G. menardii,Zone N14,,2,,,1274,"1968,O381",18530,RV Spencer F. Baird,CAP 38 BP,02/02/53,,,,-3735,3400,1859,,575-578,575,578,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5271584,5869,,Globorotalia,,truncatulinoides,,,,,8,,tow,1404,"1968,O448",18597,Oceanographer,18,19/08/67,,,1,-114,50,27,,,,,24,30,0,S,112,31,0,E,-24.5,112.51667,Indian ocean near coast
5271585,5870,,Globorotalia,,truncatulinoides,,,,,10,,tow,1424,"1968,O450",18599,Oceanographer,20,20/08/67,,,1,-2096,50,27,,,,,26,55,0,S,111,34,0,E,-26.91667,111.56667,Indian ocean near coast
5271586,5871,,Globorotalia,,truncatulinoides,,,,,9,,tow,1433,"1968,O451",18600,Oceanographer,21,21/08/67,,,1,-431,50,27,,,,,28,13,0,S,113,17,0,E,-28.21667,113.28333,Indian ocean near coast
5271587,5872,,Globorotalia,,truncatulinoides,,,,,9,,tow,1439,"1968,O470",18619,Oceanographer,23-15,22/08/67,,,1,-98,50,27,,,,,23,57,0,S,113,6,0,E,-23.95,113.1,Indian ocean near coast
5271589,5873,,Globorotalia,,truncatulinoides,,,,,2,,tow,1499,"1968,O452",18601,Oceanographer,22B & 22U,21/08/67,,,1,-866,50,27,,,,,28,22,0,S,112,59,0,E,-28.36667,112.98333,Indian ocean near coast
5271591,5874,,Globorotalia,,crassaformis,,,,,4,,,104,,16642,RV Horizon,Cap HG 40,02/02/53,,,,-3641,3550,1941,,01-Apr,1,4,15,13,6,S,117,30,24,W,-15.21833,-117.50667,Pacific ocean
5271592,5875,,Globorotalia,,crassaformis,,,,,8,,,138,"1,963,367",16365,Capricorn,BG 24,03/01/53,,,,-4347,2780,1520,,05-Oct,5,10,19,28,30,S,173,44,0,W,-19.475,-173.73333,Pacific ocean
5271593,5876,,Globorotalia,,crassaformis,,,,,8,,,184,,16645,RV Spencer F. Baird,DWBG 11,31/10/57,,,,-3415,4155,2272,,07-Oct,7,10,5,26,0,N,131,19,0,W,5.43333,-131.31667,Pacific ocean
5271594,5877,,Globorotalia,,crassaformis,,,,,12,,,204,,16646,RV Spencer F. Baird,DWBG 36,23/11/57,,,,-2312,3680,2012,,03-Jul,3,6,26,19,0,S,147,7,0,W,-26.31667,-147.11667,Pacific Ocean
5271595,5878,,Globorotalia,,crassaformis,,,,,5,,,231,,16650,RV Spencer F. Baird,DWBG 114,23/01/58,,,,-3157,3090,1690,,08-Dec,8,12,18,20,0,S,79,20,30,W,-18.33333,-79.34167,Pacific ocean
5271597,5879,,Globorotalia,,crassaformis,,,,,17,,,270,,16652,RV Spencer F. Baird,DWBG 121,03/02/58,,,,-2819,3320,1815,,Oct-14,10,14,27,9,0,S,109,50,0,W,-27.15,-109.83333,Pacific ocean
5271598,5880,,Globorotalia,,crassaformis,,,,,2,,,289,"1,963,928",16653,RV Spencer F. Baird,DWBG 130,11/02/58,,Gravity corer,,-3034,3120,1706,,Dec-15,12,15,14,44,0,S,112,6,0,W,-14.73333,-112.1,Pacific ocean
5271600,5881,,Globorotalia,,crassaformis,,,,,36,,,338,"1,963,930",16656,RV Horizon,DWHG 79,07/02/58,,,,-3362,,,,07-Nov,7,11,23,36,30,S,118,13,30,W,-23.60833,-118.225,Pacific ocean
5271601,5882,,Globorotalia,,crassaformis,,,,+250 mu,8,,,365,96626 (A52),30724,HEMS Mabahiss,167,25/04/34,,,,-4346,4042,2210,,20-21.5,20,21.5,7,11,36,N,63,2,33,E,7.19333,63.0425,Indian ocean
5271602,5883,,Globorotalia,,crassaformis,,,,,1,,,382,M.3787,34671,HMS Egeria ,,31/10/1887,,,,-2708,2869,1569,,,,,19,34,0,S,64,38,0,E,-19.56667,64.63333,Indian ocean
5271603,5884,,Globorotalia,,crassaformis,,,,,3,,,447,M.7488,37149,HMS Sealark,186,12/11/05,"Slide: 02/11/1905, Lat 2 41 1 S",,,-3594,3475,1900,,,,,2,42,6,S,67,23,0,E,-2.70167,67.38333,Indian ocean
5271604,5885,,Globorotalia,,crassaformis,,,,+250 mu,2,,,486,M.7469,37130,HMS Sealark,52,29/07/05,,,,-3694,4082,2232,,,,,8,25,0,S,65,38,0,E,-8.41667,65.63333,Indian ocean
5271605,5886,,Globorotalia,,crassaformis-bulloides,,,,127-250 mu,4,,,503,M.3791,34676,Egeria XX,,12/11/1887,,,,-4646,4510,2466,,,,,23,14,5,S,56,18,15,E,-23.23472,56.30417,Indian ocean
5271606,5887,,Globorotalia,,crassaformis,,,,,7,,,556,M.5241,36043,HMS Penguin,5,16/04/1891,,,,-1206,1443,789,,,,,28,0,30,S,112,27,30,E,-28.00833,112.45833,Indian ocean near coast
5271607,5888,,Globorotalia,,crassaformis,,cf. punctulata d'Orbigny,,,9,,,613,,17273,RNZFA Tui,N.Z.1.0.B.74,09/09/58,,,,-124,869,475,,,,,20,57,0,S,175,14,0,W,-20.95,-175.23333,Pacific ocean near Tonga island
5271608,5889,,Globorotalia,,crassaformis,,,,,22,,,646,,17240,F.N.Z.R.A.,N.Z.1.0.A.294,07/06/56,,,,-3021,2268,1240,,,,,28,53,0,S,170,0,0,E,-28.88333,170,"Pacific ocean, Tasman sea"
5271610,5890,,Globorotalia,,crassaformis-ruber-scitula,,,,,243,,,650,,17240,F.N.Z.R.A.,N.Z.1.0.A.294,07/06/56,,,,-3021,2268,1240,,,,,28,53,0,S,170,0,0,E,-28.88333,170,"Pacific ocean, Tasman sea"
5271611,5891,,Globorotalia,,crassaformis,,,,,37,,,667,,17229,HMNZS Lachlan,N.Z.1.0.A.181,16/05/55,"Slide: Long 178 50 E, sea depth 1070 fms",,,-2464,1920,1070,,,,,33,53,0,S,173,50,0,E,-33.88333,173.83333,"Pacific ocean, Tasman sea"
5271612,5892,,Globorotalia,,crassaformis,,,,,3,,,677,,17031,RNZFA Tui,N.Z.1.0.A.315,19/08/56,,,,-1137,1148,628,,,,,39,46,0,S,167,45,0,E,-39.76667,167.75,"Pacific ocean, Tasman sea"
5271613,5893,,Globorotalia,,crassaformis,,,,,2,,,719,M.5987,36515,HMS Penguin,,05/05/1897,,,,-4057,4188,2290,,,,,9,41,0,S,174,37,30,W,-9.68333,-174.625,Pacific ocean
5271615,5894,,Globorotalia,,crassaformis,,,,,1,,,734,M.7037,36683,HMS Penguin,,06/09/1897,,,,-4634,4243,2320,,,,,1,12,48,N,161,50,12,W,1.21333,-161.83667,Pacific ocean
5271616,5895,,Globorotalia,,crassaformis,,,,,6,,,753,M.5840,36361,HMS Penguin,3,21/05/1896,"Slide: 21/05/1898, Long 178 52 E",,,-4844,4965,2715,,,,,10,12,53,S,178,0,52,E,-10.21472,178.01444,Pacific ocean
5271617,5896,,Globorotalia,,crassaformis,,,,,13,,,968,"1965,O206",17371,RV Vema,V 16-21,09/11/59,"Residual IRN related to 1965,O40 (and not 1965,O206)",,,-3881,3795,2075,,80-82,80,82,17,16,30,N,48,25,0,W,17.275,-48.41667,Atlantic ocean
5271618,5897,,Globorotalia,,crassaformis,,,,,9,,,977,"1965,O208",17163,RV Argo,A 185-7,,,,,-2910,2470,1351,,151-152,151,152,21,7,0,N,72,51,0,W,21.11667,-72.85,Atlantic ocean near islands
5271619,5898,,Globorotalia,,crassaformis,,,,,12,,,999,"1965,O208",17163,RV Argo,A 185-7,,,,,-2910,2470,1351,,402,402,402,21,7,0,N,72,51,0,W,21.11667,-72.85,Atlantic ocean near islands
5271620,5899,,Globorotalia,,crassaformis,,Bradys locality pl 103 fig. II,,,6,,,1156,M.25,33286,HMS Challenger,5,21/02/1873,,,,-5153,5011,2740,,,,,24,20,0,N,24,28,0,W,24.33333,-24.46667,Atlantic ocean
5271621,5900,,Globorotalia,,crassaformis,,,Zone N21,,42,,,1157,"1968,O242",18483,RV Argo,Dodo 117 P,18/06/64,Slide: Long 6 4  E,Piston core,,-3407,3398,1858,,99-102,99,102,18,21,0,S,62,4,0,E,-18.35,62.06667,Indian ocean
5271622,5901,,Globorotalia,,crassaformis,,,Zone N20,,20,,,1157,"1968,O243",18483,RV Argo,Dodo 117 P,18/06/64,Slide: Long 6 4  E ,Piston core,,-3407,3398,1858,,251-254,251,254,18,21,0,S,62,4,0,E,-18.35,62.06667,Indian ocean
5271623,5902,,Globorotalia,,crassaformis-tosaensis,,,,,29,,,1199,"1968,O412",18560,RV Chain / CH61,171,06/12/66,,Piston corer,,-4741,4517,2470,,600,600,600,26,42,0,N,39,23,0,W,26.7,-39.38333,Atlantic ocean
5271624,5903,,Globorotalia,,crassaformis-tosaensis-truncatulinoides,,,,,129,,,1200,"1968,O410",18558,RV Chain / CH61,171,06/12/66,,Piston corer,,-4741,4517,2470,,540,540,540,26,42,0,N,39,23,0,W,26.7,-39.38333,Atlantic ocean
5271625,5904,,Globorotalia,,crassaformis-tosaensis-truncatulinoides-inflata,,,,,127,,,1201,"1968,O409",18557,RV Chain / CH61,171,06/12/66,,Piston corer,,-4741,4517,2470,,530,530,530,26,42,0,N,39,23,0,W,26.7,-39.38333,Atlantic ocean
5271627,5905,,Globorotalia,,crassaformis-tosaensis-truncatulinoides-inflata,,,,,104,,,1202,"1968,O408",18556,RV Chain / CH61,171,06/12/66,,Piston corer,,-4741,4517,2470,,520,520,520,26,42,0,N,39,23,0,W,26.7,-39.38333,Atlantic ocean
5271628,5906,,Globorotalia,,crassaformis-tosaensis-truncatulinoides-inflata,,,,,101,,,1203,"1968,O407",18555,RV Chain / CH61,171,06/12/66,,Piston corer,,-4741,4517,2470,,510,510,510,26,42,0,N,39,23,0,W,26.7,-39.38333,Atlantic ocean
5271629,5907,,Globorotalia,,crassaformis-tosaensis-truncatulinoides-inflata,,,,,98,,,1204,"1968,O406",18554,RV Chain / CH61,171,06/12/66,,Piston corer,,-4741,4517,2470,,500,500,500,26,42,0,N,39,23,0,W,26.7,-39.38333,Atlantic ocean
5271630,5908,,Globorotalia,,crassaformis-tosaensis-truncatulinoides-inflata,,,,,122,,,1205,"1968,O405",18553,RV Chain / CH61,171,06/12/66,,Piston corer,,-4741,4517,2470,,480,480,480,26,42,0,N,39,23,0,W,26.7,-39.38333,Atlantic ocean
5271632,5909,,Globorotalia,,crassaformis-tosaensis-truncatulinoides-inflata,,?,,,128,,,1206,"1968,O404",18552,RV Chain / CH61,171,06/12/66,,Piston corer,,-4741,4517,2470,,465,465,465,26,42,0,N,39,23,0,W,26.7,-39.38333,Atlantic ocean
5271633,5910,,Globorotalia,,crassaformis-truncatulinoides-inflata,,,,,208,,,1207,"1968,O403",18551,RV Chain / CH61,171,06/12/66,,Piston corer,,-4741,4517,2470,,430,430,430,26,42,0,N,39,23,0,W,26.7,-39.38333,Atlantic ocean
5271634,5911,,Globorotalia,,crassaformis-truncatulinoides-inflata,,,,,140,,,1208,"1968,O402",18550,RV Chain / CH61,171,06/12/66,,Piston corer,,-4741,4517,2470,,300,300,300,26,42,0,N,39,23,0,W,26.7,-39.38333,Atlantic ocean
5271635,5912,,Globorotalia,,crassaformis-truncatulinoides-inflata,,,,,186,,,1209,"1968,O401",18549,RV Chain / CH61,171,06/12/66,,Piston corer,,-4741,4517,2470,,200,200,200,26,42,0,N,39,23,0,W,26.7,-39.38333,Atlantic ocean
5271636,5913,,Globorotalia,,crassaformis-truncatulinoides-inflata-hirsuta,,,,,51,,,1210,"1968,O400",18548,RV Chain / CH61,171,06/12/66,,Piston corer,,-4741,4517,2470,,145,145,145,26,42,0,N,39,23,0,W,26.7,-39.38333,Atlantic ocean
5271637,5914,,Globorotalia,,crassaformis-truncatulinoides-inflata-hirsuta,,,,,139,,,1211,"1968,O399",18547,RV Chain / CH61,171,06/12/66,,Piston corer,,-4741,4517,2470,,80,80,80,26,42,0,N,39,23,0,W,26.7,-39.38333,Atlantic ocean
5271638,5915,,Globorotalia,,crassaformis-tosaensis,,,, ,45,,,1228,"1968,O411",18559,RV Chain / CH61,171,06/12/66,,Piston corer,,-4741,4517,2470,,580,580,580,26,42,0,N,39,23,0,W,26.7,-39.38333,Atlantic ocean
5271639,5916,,Globorotalia,,crassaformis-tosaensis,,dissected,,,12,,,1229,"1968,O411",18559,RV Chain / CH61,171,06/12/66,,Piston corer,,-4741,4517,2470,,580,580,580,26,42,0,N,39,23,0,W,26.7,-39.38333,Atlantic ocean
5271640,5917,,Globorotalia,,crassaformis,,,Zone N19,,3,,,1276,"1968,O381",18530,RV Spencer F. Baird,CAP 38 BP,02/02/53,,Piston corer,,-3735,3400,1859,,575-578,575,578,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5271641,5918,,Globorotalia,,crassaformis,,,,,1,,tow,1412,"1968,O448",18597,Oceanographer,18,19/08/67,,Icita net,1,-114,50,27,,,,,24,30,0,S,112,31,0,E,-24.5,112.51667,Indian ocean near coast
5271643,5919,,Globorotalia,,crassaformis,,,Zone Lower N19,,4,,,1465,"1968,O380",18529,RV Spencer F. Baird,CAP 38 BP,02/02/53,,,,-3735,3400,1859,,544-546,544,546,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5271644,5920,,Globorotalia,,crassaformis,,,Zone N19 top,,2,,,1577,"1968,O379",18528,RV Spencer F. Baird,CAP 38 BP,02/02/53,,,,-3735,3400,1859,,503-505,503,505,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5271645,5921,,Globorotalia,,crassaformis-tosaensis-truncatulinoides,,,Zone N21,,11,,,1585,"1968,O378",18527,RV Spencer F. Baird,CAP 38 BP,02/02/53,,,,-3735,3400,1859,,488-490,488,490,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5271646,5922,,Globorotalia,,crassaformis,,marina: different slide mounting,Zone N21,,6,,,1197,"1968,O239",18480,RV Argo,Dodo 57 P,19/06/64,,,,-4291,3653,1997,,33-36,33,36,15,40,0,S,112,44,0,E,-15.66667,112.73333,Indian ocean
5271647,5923,,Globorotalia,,scitula,,,,,8,,,137,"1,963,367",16365,Capricorn,BG 24,03/01/53,,,,-4347,2780,1520,,05-Oct,5,10,19,28,30,S,173,44,0,W,-19.475,-173.73333,Pacific ocean
5271649,5924,,Globorotalia,,scitula,,,,,3,,,167,,16641,RV Horizon,Cap HG 38,01/02/53,,,,-3617,3590,1963,,04-Aug,4,8,14,16,24,S,120,40,48,W,-14.27333,-120.68,Pacific ocean
5271650,5925,,Globorotalia,,scitula,,,,,1,,,189,,16645,RV Spencer F. Baird,DWBG 11,31/10/57,,,,-3415,4155,2272,,07-Oct,7,10,5,26,0,N,131,19,0,W,5.43333,-131.31667,Pacific ocean
5271651,5926,,Globorotalia,,scitula,,Parker,,,8,,,217,"1,963,923",16648,RV Spencer F. Baird,DWBG 70,07/12/57,,,,-2677,2580,1411,,0-8,0,8,48,28,30,S,113,17,0,W,-48.475,-113.28333,Pacific Ocean
5271652,5927,,Globorotalia,,scitula,,,,,7,,,238,,16650,RV Spencer F. Baird,DWBG 114,23/01/58,,,,-3157,3090,1690,,08-Dec,8,12,18,20,0,S,79,20,30,W,-18.33333,-79.34167,Pacific ocean
5271653,5928,,Globorotalia,,scitula,,,,,20,,,283,,16653,RV Spencer F. Baird,DWBG 130,11/02/58,,Gravity corer,,-3034,3120,1706,,Dec-15,12,15,14,44,0,S,112,6,0,W,-14.73333,-112.1,Pacific ocean
5271655,5929,,Globorotalia,,scitula,,,,,4,,,302,,16657,RV Argo,MSN 53 G,05/12/60,,,,-2810,3658,2000,,04-Sep,4,9,16,25,0,S,66,2,0,E,-16.41667,66.03333,Indian ocean
5271656,5930,,Globorotalia,,scitula,,,,,16,,,320,"1,963,930",16656,RV Horizon,DWHG 79,07/02/58,,,,-3362,,,,07-Nov,7,11,23,36,30,S,118,13,30,W,-23.60833,-118.225,Pacific ocean
5271657,5931,,Globorotalia,,"scitula, hirsuta",,identification conflict,,+250 mu,6,,,354,96626 (A52),30724,HEMS Mabahiss,167,25/04/34,,,,-4346,4042,2210,,4-5.5,4,5.5,7,11,36,N,63,2,33,E,7.19333,63.0425,Indian ocean
5271658,5932,,Globorotalia,,scitula-crassaformis,,identification conflict,,,8,,,371,M.3787,34671,HMS Egeria ,,31/10/1887,,,,-2708,2869,1569,,,,,19,34,0,S,64,38,0,E,-19.56667,64.63333,Indian ocean
5271659,5933,,Globorotalia,,scitula,,,,,3,,,402,M.7525.A,37190,HMS Sealark,,31/07/05,,,,-3322,3919,2143,,,,,12,7,0,S,64,7,30,E,-12.11667,64.125,Indian ocean
5271660,5934,,Globorotalia,,scitula,,identification conflict,,,9,,,411,M.4292,35238,HMS Egeria,,01/04/1894,,,,-2658,2749,1503,,,,,7,5,0,N,73,48,15,E,7.08333,73.80417,Indian ocean near coast
5271661,5935,,Globorotalia,,scitula,,identification conflict,,,9,,,442,M.7488,37149,HMS Sealark,186,12/11/05,"Slide: 02/11/1905, Lat 2 41 1 S",,,-3594,3475,1900,,,,,2,42,6,S,67,23,0,E,-2.70167,67.38333,Indian ocean
5271662,5936,,Globorotalia,,scitula,,,,+250 mu,4,,,462,M.7487,37148,HMS Sealark,181,09/11/05,,,,-3507,3758,2055,,,,,7,35,30,S,61,29,0,E,-7.59167,61.48333,Indian ocean
5271664,5937,,Globorotalia,,scitula,,,,+250 mu,2,,,484,M.7469,37130,HMS Sealark,52,29/07/05,,,,-3694,4082,2232,,,,,8,25,0,S,65,38,0,E,-8.41667,65.63333,Indian ocean
5271665,5938,,Globorotalia,,scitula,,,,+250 mu,6,,,507,M.3793,34678,Egeria XXII,,16/11/1887,,,,-4211,4228,2312,,,,,29,56,0,S,54,6,0,E,-29.93333,54.1,Indian ocean
5271666,5939,,Globorotalia,,scitula,,,,+250 mu,7,,,530,M.5248,36057,HMS Penguin,12,17/04/1891,,,,-3829,3758,2055,,,,,24,53,30,S,110,23,30,E,-24.89167,110.39167,Indian ocean near coast
5271667,5940,,Globorotalia,,scitula,,identification conflict,,+250 mu,18,,,550,M.5246,36053,HMS Penguin,9,16/04/1891,,,,-3350,3676,2010,,,,,26,56,12,S,111,10,54,E,-26.93667,111.18167,Indian ocean near coast
5271669,5941,,Globorotalia,,scitula,,,,,2,,,615,,17273,RNZFA Tui,N.Z.1.0.B.74,09/09/58,,,,-124,869,475,,,,,20,57,0,S,175,14,0,W,-20.95,-175.23333,Pacific ocean near Tonga island
5271670,5942,,Globorotalia,,"scitula, hirsuta",,identification conflict,,,3,,,617,,17273,RNZFA Tui,N.Z.1.0.B.74,09/09/58,,,,-124,869,475,,,,,20,57,0,S,175,14,0,W,-20.95,-175.23333,Pacific ocean near Tonga island
5271671,5943,,Globorotalia,,scitula,,,,,8,,,645,,17240,F.N.Z.R.A.,N.Z.1.0.A.294,07/06/56,,,,-3021,2268,1240,,,,,28,53,0,S,170,0,0,E,-28.88333,170,"Pacific ocean, Tasman sea"
5271672,5944,,Globorotalia,,scitula,,,,,2,,,678,,17031,RNZFA Tui,N.Z.1.0.A.315,19/08/56,,,,-1137,1148,628,,,,,39,46,0,S,167,45,0,E,-39.76667,167.75,"Pacific ocean, Tasman sea"
5271673,5945,,Globorotalia,,scitula,,,,,1,,,699,,17262,HMNZS Pukaki,N.Z.1.0.B.32,01/01/57,,,,-746,768,420,,,,,53,38,0,S,169,52,0,E,-53.63333,169.86667,Pacific ocean
5271674,5946,,Globorotalia,,scitula,,,,,8,,,811,"1965,O37",17338,RV Vema,V 14-100,25/05/58,,Sample depth: 20-23?,,-3663,3910,2138,,22-23,22,23,3,52,0,N,65,31,0,E,3.86667,65.51667,Indian ocean
5271675,5947,,Globorotalia,,scitula,,,,,8,,tow,1040,"1967,O365",18267,Zapiola,,Sep-63,"Slide: Lat 34-40 30, Long 43-48 0",Surface plankton tow,1,-5324,,,,,,,40,30,0,S,48,11,0,W,-40.5,-48.18333,Atlantic ocean
5271676,5948,,Globorotalia,,scitula,,,Zone N21,,2,,,1169,"1968,O242",18483,RV Argo,Dodo 117 P,18/06/64,Slide: Long 6 4  E,Piston core,,-3407,3398,1858,,99-102,99,102,18,21,0,S,62,4,0,E,-18.35,62.06667,Indian ocean
5271677,5949,,Globorotalia,,scitula,,,Zone N21,,2,,,1598,"1968,O378",18527,RV Spencer F. Baird,CAP 38 BP,02/02/53,,,,-3735,3400,1859,,488-490,488,490,14,16,0,S,119,11,0,W,-14.26667,-119.18333,Pacific ocean
5271678,5950,,Globorotalia,,hirsuta,,,,,12,,,236,,16650,RV Spencer F. Baird,DWBG 114,23/01/58,,,,-3157,3090,1690,,08-Dec,8,12,18,20,0,S,79,20,30,W,-18.33333,-79.34167,Pacific ocean
5271679,5951,,Globorotalia,,hirsuta,,,,+250 mu,1,,,498,M.3791,34676,Egeria XX,,12/11/1887,,,,-4646,4510,2466,,,,,23,14,5,S,56,18,15,E,-23.23472,56.30417,Indian ocean
5271680,5952,,Globorotalia,,hirsuta,,,,+250 mu,20,,,505,M.3793,34678,Egeria XXII,,16/11/1887,,,,-4211,4228,2312,,,,,29,56,0,S,54,6,0,E,-29.93333,54.1,Indian ocean
5271682,5953,,Globorotalia,,hirsuta,,identification conflict,,,9,,,559,M.5241,36043,HMS Penguin,5,16/04/1891,,,,-1206,1443,789,,,,,28,0,30,S,112,27,30,E,-28.00833,112.45833,Indian ocean near coast
5271684,5954,,Globorotalia,,hirsuta,,,,,3,,,569,M.5241,36043,HMS Penguin,5,16/04/1891,,,,-1206,1443,789,,,,,28,0,30,S,112,27,30,E,-28.00833,112.45833,Indian ocean near coast
5271685,5955,,Globorotalia,,hirsuta,,,,,10,,,659,,17229,HMNZS Lachlan,N.Z.1.0.A.181,16/05/55,Slide: Long 178 50 E,,,-2464,1920,1050,,,,,33,53,0,S,173,50,0,E,-33.88333,173.83333,"Pacific ocean, Tasman sea"
5271686,5956,,Globorotalia,,hirsuta,,,,,32,,,676,,17031,RNZFA Tui,N.Z.1.0.A.315,19/08/56,,,,-1137,1148,628,,,,,39,46,0,S,167,45,0,E,-39.76667,167.75,"Pacific ocean, Tasman sea"
5271687,5957,,Globorotalia,,hirsuta,,juveniles,,,17,,,690,,17031,RNZFA Tui,N.Z.1.0.A.315,19/08/56,,,,-1137,1148,628,,,,,39,46,0,S,167,45,0,E,-39.76667,167.75,"Pacific ocean, Tasman sea"
5271688,5958,,Globorotalia,ct.,hirsuta,,,Pleistocene Gunz,,16,,,849,"1965,O41",17382,RV Vema ,V 16-23,12/11/59,,,,-4298,4886,2672,,950-3,950,953,13,15,0,N,40,40,0,W,13.25,-40.66667,Atlantic ocean
5271689,5959,,Globorotalia,,hirsuta,,,Pliocene,,16,,,929,"1965,O39",17359,RV Vema,V 15-164,03/05/59,,,,-4123,3380,1848,,400-403,400,403,9,45,0,S,34,24,0,W,-9.75,-34.4,Atlantic ocean near Brazil
5271690,5960,,Globorotalia,,hirsuta,,,,,2,,,971,"1965,O206",17371,RV Vema,V 16-21,09/11/59,"Residual IRN related to 1965,O40 (and not 1965,O206)",,,-3881,3795,2075,,80-82,80,82,17,16,30,N,48,25,0,W,17.275,-48.41667,Atlantic ocean
5271691,5961,,Globorotalia,ct.,hirsuta,,,,,17,,,997,"1965,O208",17163,RV Argo,A 185-7,,,,,-2910,2470,1351,,402,402,402,21,7,0,N,72,51,0,W,21.11667,-72.85,Atlantic ocean near islands
5271692,5962,,Globorotalia,,hirsuta,,,,,6,,,1015,"1965,O208",17163,RV Argo,A 185-7,,,,,-2910,2470,1351,,421-422,421,422,21,7,0,N,72,51,0,W,21.11667,-72.85,Atlantic ocean near islands
5271693,5963,,Globorotalia,ct.,hirsuta,,,,,9,,,1019,"1965,O203",17162,RV Vema,V 3-153,,,,,-1004,970,530,,2,2,2,28,24,0,N,77,56,0,W,28.4,-77.93333,Atlantic ocean near coast
5271694,5964,,Globorotalia,,hirsuta,,,,,3,,tow,1041,"1967,O366",18268,Zapiola,,Sep-63,,Surface plankton tow,1,-5120,,,,,,,37,30,0,S,45,20,0,W,-37.5,-45.33333,Atlantic ocean
5271695,5965,,Globorotalia,cf,hirsuta,,,,,1,,tow,1084,,18717,Anton Bruun (A.B.) cruise 1,Stn.97 no. 479,01/05/63,,Plankton tow,1,-3151,0-250,,,,,,13,8,0,N,86,12,0,E,13.13333,86.2,"Indian ocean, Bay of Bengal"
5271696,5966,,Globorotalia,cf,hirsuta,,,,,5,,,1226,"1968,O412",18560,RV Chain / CH61,171,06/12/66,,Piston corer,,-4741,4517,2470,,600,600,600,26,42,0,N,39,23,0,W,26.7,-39.38333,Atlantic ocean
5271697,5967,,Globorotalia,,inflata,,ontogeny ,,,14,,,14,D43.29,31428,Rosemary,,,Slide: 60 30 N; 16 11 W,,,-2419,2538,1388,,,,,60,29,7,N,16,10,8,W,60.48528,-16.16889,Atlantic ocean
5271698,5968,,Globorotalia,,inflata,,dissected,,,40,,,10,M.8780,38482,HMS Waterwitch,,22/01/1895,,,,-3780,3914,2140,,,,,40,24,0,S,49,49,0,E,-40.45,49.81667,Indian ocean
5271701,5969,*,Globorotalia,,inflata,,gradation rough to ?-smooth,,,41,,,33,M.8780,38482,HMS Waterwitch,,22/01/1895,,,,-3780,3914,2140,,,,,40,24,0,S,49,49,0,E,-40.45,49.81667,Indian ocean
5271702,5970,,Globorotalia,,inflata,,,,,7,,,75,,16649,RV Spencer F. Baird,DWBG 74,11/12/57,,,,-3141,3220,1761,,03-Jul,3,6,43,43,0,S,107,36,0,W,-43.71667,-107.6,Pacific Ocean
5271703,5971,,Globorotalia,,inflata,,marina: + 3 little ones different ,,,9,,,123,M.408,34991,HMS Challenger,338,21/03/1876,,,,-3740,3639,1990,,,,,21,15,0,S,14,2,0,W,-21.25,-14.03333,Atlantic ocean
5271704,5972,,Globorotalia,,inflata,,,,,6,,,198,,16646,RV Spencer F. Baird,DWBG 36,23/11/57,,,,-2312,3680,2012,,03-Jul,3,6,26,19,0,S,147,7,0,W,-26.31667,-147.11667,Pacific Ocean
